,Age,StrService,HoursPerDay,WhileWorking,Instrumentalist,Composer,FavGenre,Exploratory,ForeignLanguages,FrequencyClassical,FrequencyCountry,FrequencyEDM,FrequencyFolk,FrequencyGospel,FrequencyHipHop,FrequencyJazz,FrequencyKpop,FrequencyLatin,FrequencyLofi,FrequencyMetal,FrequencyPop,FrequencyR&B,FrequencyRap,FrequencyRock,FrequencyVideoGameMusic,Anxiety,Depression,Insomnia,OCD,MusicEffects,BPM
250,31,Spotify,2.0,Да,Нет,Нет,Metal,Да,Да,Иногда,Редко,Редко,Иногда,Никогда,Иногда,Редко,Редко,Иногда,Очень часто,Очень часто,Иногда,Иногда,Иногда,Очень часто,Очень часто,8,6,7,5,Улучшение,92.0
251,40,Apple Music,2.0,Да,Нет,Нет,Metal,Да,Да,Иногда,Никогда,Иногда,Редко,Никогда,Редко,Редко,Никогда,Никогда,Редко,Очень часто,Редко,Редко,Редко,Очень часто,Никогда,3,6,2,1,Нет эффекта,120.0
252,23,Spotify,5.0,Да,Да,Да,Metal,Да,Да,Иногда,Редко,Никогда,Редко,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Очень часто,Редко,Никогда,Никогда,Очень часто,Никогда,6,9,2,1,Улучшение,120.0
253,20,Spotify,2.0,Нет,Да,Да,Metal,Нет,Да,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Очень часто,Никогда,Никогда,Редко,Иногда,Редко,0,0,0,1,Нет эффекта,220.0
254,21,Spotify,10.0,Да,Нет,Нет,Metal,Да,Да,Никогда,Редко,Редко,Никогда,Никогда,Очень часто,Никогда,Редко,Никогда,Никогда,Очень часто,Иногда,Иногда,Очень часто,Очень часто,Иногда,9,10,2,2,Нет эффекта,92.0
255,18,Не пользуюсь,2.0,Да,Да,Нет,Metal,Да,Да,Иногда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Редко,Никогда,Редко,Очень часто,Иногда,5,7,7,2,Улучшение,150.0
256,23,Spotify,4.0,Да,Нет,Нет,Metal,Да,Да,Редко,Иногда,Иногда,Никогда,Никогда,Иногда,Никогда,Редко,Никогда,Иногда,Очень часто,Очень часто,Очень часто,Очень часто,Очень часто,Редко,7,8,6,2,Улучшение,141.0
257,24,Spotify,4.0,Да,Нет,Нет,Metal,Да,Да,Иногда,Редко,Никогда,Редко,Редко,Редко,Никогда,Никогда,Никогда,Никогда,Очень часто,Иногда,Редко,Редко,Очень часто,Никогда,8,8,7,7,Улучшение,150.0
258,16,Spotify,2.5,Нет,Да,Да,Metal,Да,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Редко,Очень часто,Никогда,Никогда,Редко,Очень часто,Иногда,5,3,3,1,Улучшение,110.0
259,15,Не пользуюсь,5.0,Да,Да,Нет,Metal,Да,Нет,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Редко,Никогда,Редко,Иногда,Никогда,6,7,8,2,Улучшение,161.0
260,20,Apple Music,3.0,Да,Да,Нет,Metal,Да,Нет,Иногда,Редко,Никогда,Никогда,Никогда,Редко,Иногда,Никогда,Никогда,Редко,Очень часто,Редко,Никогда,Редко,Очень часто,Иногда,7,4,7,0,Улучшение,200.0
261,33,Spotify,2.0,Да,Нет,Нет,Metal,Да,Да,Редко,Редко,Никогда,Редко,Никогда,Иногда,Никогда,Никогда,Никогда,Никогда,Очень часто,Никогда,Никогда,Иногда,Иногда,Иногда,7,2,3,0,Улучшение,141.0
262,21,Apple Music,5.0,Да,Да,Нет,Metal,Да,Да,Редко,Никогда,Иногда,Никогда,Никогда,Очень часто,Иногда,Никогда,Никогда,Иногда,Очень часто,Редко,Иногда,Очень часто,Иногда,Иногда,8,7,7,4,Улучшение,171.0
263,25,Spotify,3.0,Да,Нет,Нет,Metal,Нет,Нет,Иногда,Иногда,Редко,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Иногда,Иногда,Никогда,Очень часто,Иногда,9,8,6,2,Улучшение,150.0
264,25,YouTube Music,2.0,Да,Нет,Нет,Metal,Да,Да,Редко,Редко,Редко,Редко,Иногда,Редко,Иногда,Никогда,Редко,Редко,Очень часто,Иногда,Редко,Редко,Очень часто,Иногда,9,9,7,3,Улучшение,141.0
265,20,Не пользуюсь,0.5,Нет,Нет,Нет,Metal,Да,Да,Иногда,Редко,Иногда,Никогда,Никогда,Иногда,Иногда,Никогда,Никогда,Иногда,Иногда,Редко,Редко,Редко,Иногда,Иногда,8,9,6,4,Улучшение,150.0
266,17,Spotify,3.0,Да,Нет,Нет,Metal,Да,Нет,Никогда,Редко,Редко,Никогда,Иногда,Иногда,Никогда,Никогда,Никогда,Никогда,Очень часто,Никогда,Редко,Иногда,Очень часто,Никогда,5,6,9,9,Улучшение,104.0
267,29,Не пользуюсь,2.0,Да,Нет,Нет,Metal,Да,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Иногда,Никогда,Никогда,Очень часто,Никогда,9,3,7,2,Улучшение,141.0
268,27,Spotify,3.0,Да,Нет,Нет,Metal,Да,Да,Редко,Редко,Иногда,Никогда,Никогда,Иногда,Никогда,Иногда,Редко,Иногда,Очень часто,Иногда,Редко,Очень часто,Очень часто,Очень часто,4,0,0,0,Улучшение,200.0
269,19,Spotify,6.0,Да,Нет,Нет,Metal,Да,Нет,Иногда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Редко,Никогда,Никогда,Очень часто,Иногда,1,0,0,0,Улучшение,111.0
270,27,YouTube Music,3.0,Да,Нет,Нет,Metal,Да,Да,Очень часто,Очень часто,Никогда,Редко,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Очень часто,Иногда,Никогда,Редко,Очень часто,Редко,2,0,1,0,Улучшение,100.0
271,32,Spotify,2.0,Да,Нет,Нет,Metal,Да,Нет,Редко,Редко,Очень часто,Редко,Редко,Редко,Редко,Редко,Никогда,Иногда,Очень часто,Иногда,Редко,Редко,Иногда,Очень часто,4,3,1,6,Улучшение,84.0
272,38,Spotify,1.0,Нет,Нет,Нет,Metal,Да,Да,Редко,Никогда,Никогда,Иногда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Очень часто,Никогда,Никогда,Никогда,Иногда,Редко,1,1,5,1,Улучшение,191.0
273,19,Spotify,5.0,Да,Да,Да,Metal,Да,Да,Редко,Редко,Редко,Редко,Никогда,Редко,Редко,Никогда,Редко,Иногда,Очень часто,Иногда,Редко,Редко,Очень часто,Иногда,2,3,5,2,Улучшение,180.0
274,21,Spotify,4.0,Да,Нет,Нет,Metal,Да,Да,Никогда,Никогда,Очень часто,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Иногда,Никогда,Никогда,Никогда,Очень часто,Очень часто,10,6,8,0,Улучшение,155.0
275,22,Не пользуюсь,2.0,Нет,Да,Да,Metal,Нет,Нет,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Редко,Редко,Никогда,Очень часто,Очень часто,3,2,0,2,Нет эффекта,140.0
276,38,Spotify,3.0,Да,Нет,Нет,Metal,Да,Да,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Никогда,Никогда,Редко,Иногда,Никогда,1,6,1,2,Улучшение,143.0
277,40,Другое,3.0,Да,Нет,Нет,Metal,Да,Да,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Иногда,Никогда,Очень часто,Редко,Редко,Никогда,Иногда,Никогда,3,0,8,1,Нет эффекта,120.0
278,41,Spotify,3.0,Нет,Нет,Нет,Metal,Да,Да,Очень часто,Редко,Никогда,Редко,Никогда,Никогда,Никогда,Иногда,Никогда,Никогда,Очень часто,Редко,Никогда,Редко,Иногда,Очень часто,6,5,4,0,Нет эффекта,178.0
279,48,Spotify,1.5,Да,Да,Нет,Metal,Нет,Нет,Редко,Никогда,Редко,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Иногда,Никогда,Редко,Никогда,Редко,Редко,10,8,0,4,Улучшение,185.0
280,24,Spotify,2.0,Да,Нет,Нет,Metal,Да,Нет,Никогда,Редко,Очень часто,Иногда,Очень часто,Никогда,Никогда,Никогда,Никогда,Редко,Очень часто,Редко,Никогда,Никогда,Иногда,Редко,7,6,2,7,Улучшение,159.0
281,25,YouTube Music,5.0,Нет,Нет,Нет,Metal,Нет,Да,Редко,Редко,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Иногда,Никогда,Никогда,Иногда,Редко,8,2,1,0,Улучшение,141.0
282,18,Другое,3.0,Да,Да,Да,Metal,Да,Нет,Иногда,Иногда,Никогда,Редко,Редко,Редко,Никогда,Никогда,Никогда,Никогда,Очень часто,Никогда,Редко,Редко,Редко,Никогда,7,8,4,10,Улучшение,135.0
283,18,Spotify,3.0,Нет,Да,Да,Metal,Да,Нет,Никогда,Никогда,Никогда,Редко,Никогда,Иногда,Очень часто,Никогда,Редко,Никогда,Очень часто,Редко,Иногда,Иногда,Иногда,Редко,9,6,8,5,Улучшение,210.0
